CodEstacao,Municipio,UF,TipoEstacao,Situacao,Latitude,Longitude,AltitudeM,DataInicioOperacao,DataFimOperacao
A108,CRUZEIRO DO SUL,AC,Automatica,Pane,-7.61055555,-72.6811111,220.0,2015-05-13T21:00:00.000-03:00,
A140,EPITACIOLANDIA,AC,Automatica,Pane,-11.02388888,-68.73527777,224.5,2009-09-24T21:00:00.000-03:00,
A138,FEIJO,AC,Automatica,Operante,-8.14277777,-70.3436111,157.17,2009-09-23T21:00:00.000-03:00,
A102,PARQUE ESTADUAL CHANDLESS,AC,Automatica,Pane,-9.35833333,-69.92638888,184.51,2008-08-04T21:00:00.000-03:00,
A136,PORTO WALTER,AC,Automatica,Pane,-8.26722221,-72.74777777,205.35,2009-10-28T21:00:00.000-03:00,
A104,RIO BRANCO,AC,Automatica,Operante,-9.95916666,-67.86888888,163.0,2008-07-10T21:00:00.000-03:00,
A353,ARAPIRACA,AL,Automatica,Operante,-9.80444444,-36.61916666,236.84,2008-04-26T21:00:00.000-03:00,
A355,CORURIPE,AL,Automatica,Operante,-10.1286111,-36.28638888,82.39,2008-09-05T21:00:00.000-03:00,
A303,MACEIO,AL,Automatica,Operante,-9.55111111,-35.77027777,84.12,2003-02-24T21:00:00.000-03:00,
82992,PALMEIRA DOS INDIOS,AL,Convencional,Operante,-9.42027777,-36.62027777,277.98,1927-12-31T21:00:00.000-03:00,
A327,PALMEIRA DOS INDIOS,AL,Automatica,Operante,-9.42027777,-36.62027777,278.01,2007-07-10T21:00:00.000-03:00,
A323,PAO DE ACUCAR,AL,Automatica,Operante,-9.74916666,-37.43083332,20.83,2007-07-13T21:00:00.000-03:00,
A371,PIRANHAS,AL,Automatica,Operante,-9.62222221,-37.76722221,187.0,2017-09-19T21:00:00.000-03:00,
A356,SAO LUIS DO QUITUNDE,AL,Automatica,Pane,-9.28749999,-35.56583333,13.69,2008-09-07T21:00:00.000-03:00,
A113,APUI,AM,Automatica,Pane,-7.20555555,-59.8886111,156.97,2008-07-18T21:00:00.000-03:00,
A120,AUTAZES,AM,Automatica,Operante,-3.58333333,-59.12944443,19.9,2008-04-16T21:00:00.000-03:00,
A128,BARCELOS,AM,Automatica,Operante,-0.98722221,-62.92416666,29.88,2008-04-18T21:00:00.000-03:00,
A110,BOCA DO ACRE,AM,Automatica,Operante,-8.77666666,-67.33249999,111.98,2008-07-14T21:00:00.000-03:00,
A117,COARI,AM,Automatica,Pane,-4.09749999,-63.14527777,33.84,2008-04-11T21:00:00.000-03:00,
82326,CODAJAS,AM,Convencional,Operante,-3.8411111,-62.05527777,30.31,1974-08-18T21:00:00.000-03:00,
82610,EIRUNEPE,AM,Convencional,Operante,-6.66166666,-69.86777777,123.42,1927-12-31T21:00:00.000-03:00,
A109,EIRUNEPE,AM,Automatica,Pane,-6.65027777,-69.8686111,121.54,2012-08-30T21:00:00.000-03:00,
A112,HUMAITA,AM,Automatica,Operante,-7.5525,-63.07138888,53.56,2008-04-24T21:00:00.000-03:00,
A121,ITACOATIARA,AM,Automatica,Operante,-3.13333333,-58.48277777,41.54,2008-04-16T21:00:00.000-03:00,
82723,LABREA,AM,Convencional,Operante,-7.26138888,-64.78999999,62.23,1972-11-29T21:00:00.000-03:00,
A111,LABREA,AM,Automatica,Pane,-7.26055555,-64.7886111,61.91,2008-07-26T21:00:00.000-03:00,
A119,MANACAPURU,AM,Automatica,Operante,-3.29472221,-60.62833332,36.57,2008-04-09T21:00:00.000-03:00,
82331,MANAUS,AM,Convencional,Operante,-3.10333333,-60.01638888,61.25,1909-12-31T21:25:56.000-02:34,
A101,MANAUS,AM,Automatica,Operante,-3.10333333,-60.01638888,61.25,2000-05-08T21:00:00.000-03:00,
A133,MANICORE,AM,Automatica,Operante,-5.7886111,-61.28833333,40.64,2011-12-11T22:00:00.000-02:00,
A122,MAUES,AM,Automatica,Pane,-3.39888888,-57.67388888,25.49,2008-04-21T21:00:00.000-03:00,
A144,NOVO ARIPUANA,AM,Automatica,Operante,-8.0911111,-60.38055554,45.0,2019-07-17T21:00:00.000-03:00,
A123,PARINTINS,AM,Automatica,Operante,-2.63916666,-56.75611111,18.72,2008-04-10T21:00:00.000-03:00,
A126,PRESIDENTE FIGUEIREDO,AM,Automatica,Pane,-2.05666666,-60.02583332,60.99,2008-04-18T21:00:00.000-03:00,
A125,RIO URUBU,AM,Automatica,Pane,-2.6336111,-59.60055555,112.84,2008-06-25T21:00:00.000-03:00,
A134,S. G. DA CACHOEIRA,AM,Automatica,Pane,-0.12527777,-67.06111111,79.67,2011-08-30T21:00:00.000-03:00,
82317,TEFE,AM,Convencional,Operante,-3.38027777,-64.72527777,56.0,1929-01-03T21:00:00.000-03:00,
A124,URUCARA,AM,Automatica,Pane,-2.53472221,-57.75805555,18.49,2008-04-16T21:00:00.000-03:00,
A251,ITAUBAL,AP,Automatica,Pane,0.56777777,-50.8236111,21.0,2017-08-23T21:00:00.000-03:00,
82098,MACAPA,AP,Convencional,Operante,-0.04499999,-51.11,12.8,1924-12-31T21:00:00.000-03:00,
A249,MACAPA,AP,Automatica,Operante,0.03499999,-51.08888888,16.62,2013-12-11T21:00:00.000-03:00,
A242,OIAPOQUE,AP,Automatica,Operante,3.81361111,-51.8625,15.14,2008-09-10T21:00:00.000-03:00,
A244,PORTO GRANDE,AP,Automatica,Operante,0.69416666,-51.40388888,84.8,2008-09-16T21:00:00.000-03:00,
A472,ACAJUTIBA,BA,Automatica,Operante,-11.65444444,-38.01583333,182.0,2026-05-08T21:00:00.000-03:00,
A434,AMARGOSA,BA,Automatica,Operante,-13.00944444,-39.61694443,397.8,2008-07-10T21:00:00.000-03:00,
83179,BARRA,BA,Convencional,Operante,-11.08472221,-43.13888888,407.5,1925-03-02T21:00:00.000-03:00,
A429,BARRA,BA,Automatica,Operante,-11.08472221,-43.13888888,407.5,2008-05-11T21:00:00.000-03:00,
A402,BARREIRAS,BA,Automatica,Operante,-12.12472221,-45.02694443,474.17,2001-12-19T22:00:00.000-02:00,
A447,BELMONTE,BA,Automatica,Operante,-16.08805555,-39.21527777,89.67,2009-07-01T21:00:00.000-03:00,
A433,BRUMADO,BA,Automatica,Operante,-14.18194443,-41.67222221,473.37,2008-04-27T21:00:00.000-03:00,
A432,BURITIRAMA,BA,Automatica,Pane,-10.72305554,-43.65111111,506.06,2008-05-14T21:00:00.000-03:00,
A405,CARAVELAS,BA,Automatica,Pane,-17.73944444,-39.25861111,6.05,2002-12-19T22:00:00.000-02:00,
83192,CIPO,BA,Convencional,Operante,-11.10138888,-38.52416666,143.53,1934-12-31T21:00:00.000-03:00,
A431,CONDE,BA,Automatica,Pane,-12.03583333,-37.68388888,31.9,2008-04-06T21:00:00.000-03:00,
A416,CORRENTINA,BA,Automatica,Operante,-13.33249999,-44.61749999,551.71,2007-11-08T21:00:00.000-03:00,
83222,CRUZ DAS ALMAS,BA,Convencional,Operante,-12.67527777,-39.08972221,219.69,1957-12-31T21:00:00.000-03:00,
A406,CRUZ DAS ALMAS,BA,Automatica,Operante,-12.67555554,-39.08944444,219.76,2003-01-18T22:00:00.000-02:00,
A448,CURACA,BA,Automatica,Operante,-9.00138888,-39.9125,370.0,2015-08-19T21:00:00.000-03:00,
A443,DELFINO,BA,Automatica,Operante,-10.455,-41.20694444,646.24,2008-07-14T21:00:00.000-03:00,
A442,EUCLIDES DA CUNHA,BA,Automatica,Operante,-10.53722221,-38.99666666,431.96,2008-03-30T21:00:00.000-03:00,
A413,FEIRA DE SANTANA,BA,Automatica,Operante,-12.1961111,-38.96749999,229.64,2007-05-25T21:00:00.000-03:00,
A452,FORMOSA DO RIO PRETO,BA,Automatica,Pane,-11.05222222,-45.20083333,488.0,2016-06-01T21:00:00.000-03:00,
A426,GUANAMBI,BA,Automatica,Operante,-14.20805555,-42.74972221,552.23,2008-04-23T21:00:00.000-03:00,
83446,GUARATINGA,BA,Convencional,Operante,-16.58081,-39.783182,197.88,1973-09-09T21:00:00.000-03:00,
A439,IBOTIRAMA,BA,Automatica,Pane,-12.19305555,-43.21333333,425.12,2008-04-27T21:00:00.000-03:00,
A410,ILHEUS,BA,Automatica,Pane,-14.65888888,-39.18138888,80.21,2003-01-24T22:00:00.000-02:00,
A445,IPIAU,BA,Automatica,Pane,-14.17138888,-39.69249999,132.11,2009-06-29T21:00:00.000-03:00,
A424,IRECE,BA,Automatica,Operante,-11.32888888,-41.86444444,768.42,2008-03-30T21:00:00.000-03:00,
A408,ITABERABA,BA,Automatica,Operante,-12.52416666,-40.29972221,250.11,2003-01-28T22:00:00.000-02:00,
A455,ITAMARAJU,BA,Automatica,Pane,-17.00694444,-39.55805555,110.0,2016-05-27T21:00:00.000-03:00,
A446,ITAPETINGA,BA,Automatica,Pane,-15.24472221,-40.22944443,271.48,2009-06-24T21:00:00.000-03:00,
A407,ITIRUCU,BA,Automatica,Pane,-13.52777777,-40.11972221,757.42,2003-02-08T22:00:00.000-02:00,
A440,JACOBINA,BA,Automatica,Operante,-11.205,-40.465,440.78,2008-04-30T21:00:00.000-03:00,
A450,JEREMOABO,BA,Automatica,Pane,-10.08083332,-38.34583333,261.0,2015-08-12T21:00:00.000-03:00,
83242,LENCOIS,BA,Convencional,Operante,-12.55777777,-41.38888888,438.09,1931-08-31T21:00:00.000-03:00,
A425,LENCOIS,BA,Automatica,Pane,-12.55777777,-41.38888888,438.09,2008-04-04T21:00:00.000-03:00,
A404,LUIS EDUARDO MAGALHAES,BA,Automatica,Operante,-12.08499999,-45.70527777,748.0,2002-04-17T21:00:00.000-03:00,
A412,MACAJUBA,BA,Automatica,Pane,-12.13166666,-40.35416666,360.0,2003-02-02T22:00:00.000-02:00,
A438,MARAU,BA,Automatica,Pane,-13.90694444,-38.97222221,6.24,2008-06-21T21:00:00.000-03:00,
83184,MORRO DO CHAPEU,BA,Convencional,Operante,-11.54749999,-41.15111111,1001.66,1913-01-12T21:25:56.000-02:34,
A430,PIATA,BA,Automatica,Pane,-13.15555555,-41.77416666,1283.95,2008-05-02T21:00:00.000-03:00,
A427,PORTO SEGURO,BA,Automatica,Pane,-16.38888888,-39.18249999,86.36,2008-07-09T21:00:00.000-03:00,
A436,QUEIMADAS,BA,Automatica,Pane,-10.98472221,-39.61694443,310.11,2008-05-22T21:00:00.000-03:00,
A423,REMANSO,BA,Automatica,Pane,-9.62555554,-42.07722221,397.4,2008-03-25T21:00:00.000-03:00,
A458,RIBEIRA DO AMPARO,BA,Automatica,Operante,-11.05861111,-38.44416666,182.0,2018-09-19T21:00:00.000-03:00,
A401,SALVADOR,BA,Automatica,Operante,-13.00555555,-38.50583333,47.56,2000-05-12T21:00:00.000-03:00,
A456,SALVADOR-RADIO FAROL,BA,Automatica,Operante,-12.80833333,-38.49583333,31.0,2018-03-09T21:00:00.000-03:00,
A415,SANTA RITA DE CASSIA,BA,Automatica,Pane,-11.00333333,-44.53638888,450.0,2007-05-27T21:00:00.000-03:00,
A428,SENHOR DO BONFIM,BA,Automatica,Operante,-10.44305555,-40.14833333,532.09,2008-03-26T21:00:00.000-03:00,
A441,SERRINHA,BA,Automatica,Pane,-11.66472222,-39.02305554,337.79,2008-05-08T21:00:00.000-03:00,
A437,UNA,BA,Automatica,Pane,-15.28027777,-39.09138888,74.08,2008-06-24T21:00:00.000-03:00,
A444,VALENCA,BA,Automatica,Pane,-13.3436111,-39.12666666,93.12,2009-06-28T21:00:00.000-03:00,
83344,VITORIA DA CONQUISTA,BA,Convencional,Operante,-14.88638888,-40.80138888,879.47,1935-12-31T21:00:00.000-03:00,
A414,VITORIA DA CONQUISTA,BA,Automatica,Operante,-14.88638888,-40.80138888,879.38,2007-05-31T21:00:00.000-03:00,
A360,ACARAU,CE,Automatica,Pane,-3.1211111,-40.08722221,67.15,2009-04-21T21:00:00.000-03:00,
A315,BARBALHA,CE,Automatica,Pane,-7.30083333,-39.2711111,409.41,2007-05-30T21:00:00.000-03:00,
A347,CAMPOS SALES,CE,Automatica,Operante,-7.07777777,-40.36277777,577.95,2008-03-06T21:00:00.000-03:00,
A342,CRATEUS,CE,Automatica,Pane,-5.18666666,-40.67222221,298.19,2008-12-10T21:00:00.000-03:00,
A314,GUARAMIRANGA,CE,Automatica,Operante,-4.22916666,-38.95888888,865.53,2007-05-25T21:00:00.000-03:00,
A319,IGUATU,CE,Automatica,Pane,-6.39638888,-39.26888888,221.56,2007-05-29T21:00:00.000-03:00,
A359,ITAPIPOCA,CE,Automatica,Pane,-3.48416666,-39.5886111,104.49,2008-09-04T21:00:00.000-03:00,
A358,JAGUARIBE,CE,Automatica,Pane,-5.90555555,-38.62777777,149.31,2008-09-09T21:00:00.000-03:00,
82588,MORADA NOVA,CE,Convencional,Operante,-5.13666666,-38.35666666,43.62,1962-09-30T21:00:00.000-03:00,
A332,MORADA NOVA,CE,Automatica,Operante,-5.0911111,-38.36472222,93.0,2007-08-23T21:00:00.000-03:00,
A369,QUIXADA,CE,Automatica,Operante,-4.97888888,-39.05722222,193.0,2018-03-19T21:00:00.000-03:00,
82586,QUIXERAMOBIM,CE,Convencional,Operante,-5.17305554,-39.28722221,227.33,1895-12-31T21:00:00.000-03:00,
A325,QUIXERAMOBIM,CE,Automatica,Operante,-5.17444443,-39.28944444,221.04,2007-07-08T21:00:00.000-03:00,
A306,SOBRAL,CE,Automatica,Pane,-3.74805555,-40.34583333,92.07,2003-02-11T22:00:00.000-02:00,
A324,TAUA,CE,Automatica,Operante,-6.01749999,-40.28138888,410.87,2007-07-11T21:00:00.000-03:00,
A368,TIANGUA,CE,Automatica,Operante,-3.73222221,-41.01194444,756.0,2018-03-14T21:00:00.000-03:00,
A045,AGUAS EMENDADAS,DF,Automatica,Operante,-15.59638888,-47.62583332,1030.36,2008-10-02T21:00:00.000-03:00,
83377,BRASILIA,DF,Convencional,Operante,-15.78972221,-47.92583332,1161.42,1961-09-11T21:00:00.000-03:00,
A001,BRASILIA,DF,Automatica,Operante,-15.78944444,-47.92583332,1160.96,2000-05-06T21:00:00.000-03:00,
A042,BRAZLANDIA,DF,Automatica,Operante,-15.6525,-48.20138888,1147.0,2017-07-18T21:00:00.000-03:00,
A046,GAMA (PONTE ALTA),DF,Automatica,Operante,-15.93527777,-48.13749999,990.0,2014-09-30T21:00:00.000-03:00,
A047,PARANOA (COOPA-DF),DF,Automatica,Operante,-16.01222222,-47.5575,1043.0,2017-02-06T21:00:00.000-03:00,
A657,AFONSO CLAUDIO,ES,Automatica,Operante,-20.10416666,-41.10694444,507.48,2011-09-23T21:00:00.000-03:00,
A617,ALEGRE,ES,Automatica,Operante,-20.75055555,-41.48888888,138.0,2006-10-24T21:00:00.000-03:00,
A631,ECOPORANGA,ES,Automatica,Pane,-18.29138888,-40.73638888,224.0,2017-03-16T21:00:00.000-03:00,
A614,LINHARES,ES,Automatica,Operante,-19.35694444,-40.0686111,40.0,2006-10-26T21:00:00.000-03:00,
A632,MARILANDIA,ES,Automatica,Operante,-19.40722222,-40.53972221,95.0,2017-03-21T21:00:00.000-03:00,
A622,PRESIDENTE KENNEDY,ES,Automatica,Operante,-21.10083333,-41.03944444,69.12,2008-06-17T21:00:00.000-03:00,
A613,SANTA TERESA,ES,Automatica,Operante,-19.98833333,-40.57944443,975.92,2007-08-08T21:00:00.000-03:00,
A616,SAO MATEUS,ES,Automatica,Operante,-18.6761111,-39.86416666,28.66,2006-10-24T21:00:00.000-03:00,
A633,VENDA NOVA DO IMIGRANTE,ES,Automatica,Operante,-20.38555555,-41.18999999,722.0,2017-02-09T21:00:00.000-03:00,
A634,VILA VELHA,ES,Automatica,Operante,-20.46694443,-40.40388888,25.0,2017-02-14T21:00:00.000-03:00,
A612,VITORIA,ES,Automatica,Operante,-20.27083332,-40.30583333,9.0,2006-10-30T21:00:00.000-03:00,
A024,ALTO PARAISO DE GOIAS,GO,Automatica,Operante,-14.13305554,-47.52333332,1264.7,2007-06-03T21:00:00.000-03:00,
A013,ARAGARCAS,GO,Automatica,Operante,-15.90277777,-52.24527777,327.35,2007-07-12T21:00:00.000-03:00,
A023,CAIAPONIA,GO,Automatica,Operante,-16.96694443,-51.81749999,740.1,2007-05-20T21:00:00.000-03:00,
83526,CATALAO,GO,Convencional,Operante,-18.17027777,-47.95805555,857.98,1912-12-31T21:25:56.000-02:34,
A034,CATALAO,GO,Automatica,Operante,-18.15472222,-47.92749999,900.72,2008-01-30T21:00:00.000-03:00,
A036,CRISTALINA,GO,Automatica,Operante,-16.78499999,-47.61305555,1211.08,2007-12-13T21:00:00.000-03:00,
A056,CRISTALINA (FAZENDA SANTA MONICA),GO,Automatica,Operante,-16.39944444,-47.62583332,932.0,2018-01-24T21:00:00.000-03:00,
A029,EDEIA,GO,Automatica,Operante,-17.33694444,-49.91472222,608.0,2017-08-25T21:00:00.000-03:00,
83379,FORMOSA,GO,Convencional,Operante,-15.54916666,-47.33888888,938.68,1924-12-31T21:00:00.000-03:00,
A022,GOIANESIA,GO,Automatica,Operante,-15.22027777,-48.98999999,667.01,2007-06-01T21:00:00.000-03:00,
83423,GOIANIA,GO,Convencional,Operante,-16.67305554,-49.26388888,748.53,1937-07-10T21:00:00.000-03:00,
A002,GOIANIA,GO,Automatica,Operante,-16.64277777,-49.22027777,727.3,2001-05-28T21:00:00.000-03:00,
A014,GOIAS,GO,Automatica,Operante,-15.93972221,-50.14138888,512.86,2007-07-17T21:00:00.000-03:00,
A028,IPORA,GO,Automatica,Operante,-16.42305554,-51.14888888,610.41,2013-06-23T21:00:00.000-03:00,
A015,ITAPACI,GO,Automatica,Pane,-14.97972221,-49.53944444,551.0,2007-02-02T21:00:00.000-03:00,
A035,ITUMBIARA,GO,Automatica,Operante,-18.40972222,-49.19194444,491.17,2007-10-31T21:00:00.000-03:00,
83464,JATAI,GO,Convencional,Operante,-17.9236111,-51.71749999,669.84,1978-11-23T21:00:00.000-03:00,
A016,JATAI,GO,Automatica,Operante,-17.9236111,-51.71749999,670.08,2007-05-22T21:00:00.000-03:00,
A012,LUZIANIA,GO,Automatica,Operante,-16.26055555,-47.96694443,1000.82,2006-10-20T21:00:00.000-03:00,
A026,MINEIROS,GO,Automatica,Operante,-17.45472222,-52.60111111,862.0,2007-11-23T21:00:00.000-03:00,
A032,MONTE ALEGRE DE GOIAS,GO,Automatica,Operante,-13.25361111,-46.89027777,552.0,2007-06-06T21:00:00.000-03:00,
A003,MORRINHOS,GO,Automatica,Pane,-17.74499999,-49.10166666,751.09,2001-05-24T21:00:00.000-03:00,
A027,PARAUNA,GO,Automatica,Operante,-16.9625,-50.42555554,678.74,2008-03-28T21:00:00.000-03:00,
83376,PIRENOPOLIS,GO,Convencional,Operante,-15.85472222,-48.96611111,766.92,1977-02-16T21:00:00.000-03:00,
A033,PIRES DO RIO,GO,Automatica,Operante,-17.30416666,-48.28416666,757.27,2007-10-11T21:00:00.000-03:00,
A005,PORANGATU,GO,Automatica,Operante,-13.30944444,-49.11749999,365.0,2001-06-03T21:00:00.000-03:00,
83332,POSSE,GO,Convencional,Operante,-14.08916666,-46.36666666,830.35,1975-08-03T21:00:00.000-03:00,
A017,POSSE,GO,Automatica,Operante,-14.08916666,-46.36638888,830.0,2007-04-17T21:00:00.000-03:00,
A025,RIO VERDE,GO,Automatica,Operante,-17.78527777,-50.965,780.11,2007-05-16T21:00:00.000-03:00,
A031,SAO MIGUEL DO ARAGUAIA,GO,Automatica,Operante,-12.82055554,-50.33583333,210.0,2017-06-28T21:00:00.000-03:00,
A011,SAO SIMAO,GO,Automatica,Operante,-18.96916666,-50.63333333,492.45,2006-07-14T21:00:00.000-03:00,
A037,SILVANIA,GO,Automatica,Pane,-16.67972221,-48.61805554,952.0,2010-10-07T21:00:00.000-03:00,
A220,BACABAL,MA,Automatica,Operante,-4.24305555,-44.79499999,22.33,2008-07-08T21:00:00.000-03:00,
A204,BALSAS,MA,Automatica,Pane,-7.45555555,-46.02749999,271.03,2007-10-25T21:00:00.000-03:00,
A221,BARRA DO CORDA,MA,Automatica,Pane,-5.50666666,-45.23694444,154.19,2008-03-05T21:00:00.000-03:00,
A238,BURITICUPU,MA,Automatica,Pane,-4.32055554,-46.44944444,174.91,2008-09-10T21:00:00.000-03:00,
A205,CAROLINA,MA,Automatica,Pane,-7.33722221,-47.45972222,182.88,2007-12-03T21:00:00.000-03:00,
A237,CAXIAS,MA,Automatica,Pane,-4.82138888,-43.3436111,84.85,2008-07-12T21:00:00.000-03:00,
A206,CHAPADINHA,MA,Automatica,Operante,-3.74277777,-43.35222222,104.0,2008-09-16T21:00:00.000-03:00,
82676,COLINAS,MA,Convencional,Operante,-6.03305554,-44.23333333,175.56,1976-05-18T21:00:00.000-03:00,
A222,COLINAS,MA,Automatica,Pane,-6.03305554,-44.23333333,175.37,2008-06-02T21:00:00.000-03:00,
A224,ESTREITO,MA,Automatica,Operante,-6.65333333,-47.41833332,182.96,2008-02-26T21:00:00.000-03:00,
A207,GRAJAU,MA,Automatica,Pane,-5.81611111,-46.16222222,232.29,2008-09-09T21:00:00.000-03:00,
A225,IMPERATRIZ,MA,Automatica,Pane,-5.55583333,-47.45972222,117.96,2008-02-29T21:00:00.000-03:00,
A218,PREGUICAS,MA,Automatica,Pane,-2.59222221,-42.7075,4.62,2008-11-21T21:00:00.000-03:00,
82280,SAO LUIS,MA,Convencional,Operante,-2.52666666,-44.21361111,32.58,1924-11-17T21:00:00.000-03:00,2025-07-01T21:00:00.000-03:00
A203,SAO LUIS,MA,Automatica,Pane,-2.52666666,-44.21361111,54.8,2003-01-28T22:00:00.000-02:00,
82198,TURIACU,MA,Convencional,Operante,-1.66138888,-45.37194443,34.48,1976-07-28T21:00:00.000-03:00,
A219,TURIACU,MA,Automatica,Operante,-1.66111111,-45.37249999,35.86,2008-06-09T21:00:00.000-03:00,
82376,ZE DOCA,MA,Convencional,Operante,-3.26916666,-45.65111111,46.71,1970-08-24T21:00:00.000-03:00,
A255,ZE DOCA,MA,Automatica,Operante,-3.26916666,-45.65111111,45.5,2019-09-17T21:00:00.000-03:00,
A549,AGUAS VERMELHAS,MG,Automatica,Pane,-15.75166666,-41.45777777,754.07,2007-09-08T21:00:00.000-03:00,
A534,AIMORES,MG,Automatica,Operante,-19.53277777,-41.09083333,301.0,2007-08-04T21:00:00.000-03:00,
A508,ALMENARA,MG,Automatica,Operante,-16.16666666,-40.68777777,189.11,2002-12-14T22:00:00.000-02:00,
83442,ARACUAI,MG,Convencional,Operante,-16.84888888,-42.06083333,317.67,1918-09-05T21:00:00.000-03:00,
A566,ARACUAI,MG,Automatica,Operante,-16.84888888,-42.03527777,308.0,2017-05-18T21:00:00.000-03:00,
83579,ARAXA,MG,Convencional,Operante,-19.60555555,-46.94972221,1018.28,1916-09-06T21:00:00.000-03:00,
A505,ARAXA,MG,Automatica,Operante,-19.60583333,-46.94972221,1018.32,2002-12-18T22:00:00.000-02:00,
83384,ARINOS,MG,Convencional,Operante,-15.91527777,-46.10722222,523.0,1976-04-04T21:00:00.000-03:00,
A565,BAMBUI,MG,Automatica,Operante,-20.0311111,-46.00888888,697.0,2016-11-22T21:00:00.000-03:00,
A502,BARBACENA,MG,Automatica,Pane,-21.22833332,-43.76777777,1168.76,2002-12-04T22:00:00.000-02:00,
83587,BELO HORIZONTE,MG,Convencional,Operante,-19.93444444,-43.95222222,915.47,1910-03-02T21:25:56.000-02:34,
F501,BELO HORIZONTE - CERCADINHO,MG,Automatica,Operante,-19.97999999,-43.95861111,1199.55,2013-12-26T21:00:00.000-03:00,
A521,BELO HORIZONTE - PAMPULHA,MG,Automatica,Operante,-19.88388888,-43.96944443,854.02,2006-10-09T21:00:00.000-03:00,
A572,BELO HORIZONTE - SANTO AGOSTINHO,MG,Automatica,Operante,-19.93388888,-43.95222222,915.47,2025-08-27T21:00:00.000-03:00,
A544,BURITIS,MG,Automatica,Operante,-15.52416666,-46.43555555,894.0,2007-06-18T21:00:00.000-03:00,
A530,CALDAS,MG,Automatica,Operante,-21.91805554,-46.38305554,1077.34,2006-11-27T21:00:00.000-03:00,
A519,CAMPINA VERDE,MG,Automatica,Operante,-19.53916666,-49.51805554,559.07,2006-07-14T21:00:00.000-03:00,
83639,CAPARAO,MG,Convencional,Operante,-20.5261111,-41.90916666,836.25,1972-11-16T21:00:00.000-03:00,
A541,CAPELINHA,MG,Automatica,Operante,-17.70555555,-42.38916666,932.06,2007-08-30T21:00:00.000-03:00,
A554,CARATINGA,MG,Automatica,Operante,-19.73583333,-42.13722221,609.25,2007-05-23T21:00:00.000-03:00,
A520,CONCEICAO DAS ALAGOAS,MG,Automatica,Operante,-19.98583333,-48.15166666,572.54,2006-07-17T21:00:00.000-03:00,
A557,CORONEL PACHECO,MG,Automatica,Operante,-21.54666666,-43.26111111,411.14,2012-10-16T21:00:00.000-03:00,
A538,CURVELO,MG,Automatica,Operante,-18.74777777,-44.45388888,669.48,2006-12-17T21:00:00.000-03:00,
A537,DIAMANTINA,MG,Automatica,Operante,-18.231052,-43.648269,1359.25,2007-06-04T21:00:00.000-03:00,
A564,DIVINOPOLIS,MG,Automatica,Operante,-20.17333332,-44.87499999,796.0,2017-10-25T21:00:00.000-03:00,
A536,DORES DO INDAIA,MG,Automatica,Operante,-19.48194443,-45.59388888,721.09,2007-05-31T21:00:00.000-03:00,
A543,ESPINOSA,MG,Automatica,Operante,-14.91222222,-42.80861111,565.36,2007-11-13T21:00:00.000-03:00,
A535,FLORESTAL,MG,Automatica,Operante,-19.88527777,-44.41694443,753.5,2008-06-26T21:00:00.000-03:00,
A524,FORMIGA,MG,Automatica,Operante,-20.455,-45.45388888,878.14,2006-08-16T21:00:00.000-03:00,
83334,FORMOSO,MG,Convencional,Operante,-14.949727,-46.235795,854.6,1976-04-02T21:00:00.000-03:00,
A532,GOVERNADOR VALADARES,MG,Automatica,Operante,-18.83027777,-41.97694443,198.24,2007-05-26T21:00:00.000-03:00,
A533,GUANHAES,MG,Automatica,Operante,-18.78694444,-42.94305555,852.68,2007-06-01T21:00:00.000-03:00,
A546,GUARDA-MOR,MG,Automatica,Operante,-17.56138888,-47.19916666,997.01,2007-07-10T21:00:00.000-03:00,
A555,IBIRITE (ROLA MOCA),MG,Automatica,Pane,-20.03138888,-44.01111111,1198.82,2008-06-05T21:00:00.000-03:00,
A550,ITAOBIM,MG,Automatica,Pane,-16.57555554,-41.48555555,271.63,2007-09-04T21:00:00.000-03:00,
A512,ITUIUTABA,MG,Automatica,Operante,-18.95277777,-49.52499999,540.08,2006-05-11T21:00:00.000-03:00,
83386,JANUARIA,MG,Convencional,Operante,-15.44805555,-44.36638888,480.0,1912-06-18T21:25:56.000-02:34,
A559,JANUARIA,MG,Automatica,Operante,-15.44805555,-44.36638888,468.0,2016-06-22T21:00:00.000-03:00,
A553,JOAO PINHEIRO,MG,Automatica,Operante,-17.78444444,-46.11944443,877.05,2007-07-06T21:00:00.000-03:00,
83692,JUIZ DE FORA,MG,Convencional,Operante,-21.76999999,-43.36444444,936.9,1909-12-31T21:25:56.000-02:34,
A518,JUIZ DE FORA,MG,Automatica,Operante,-21.76999999,-43.36444444,936.88,2007-05-25T21:00:00.000-03:00,
83687,LAVRAS,MG,Convencional,Operante,-21.2261111,-44.97972221,916.19,1911-02-17T21:25:56.000-02:34,
A567,MACHADO,MG,Automatica,Operante,-21.68083332,-45.94444444,969.0,2017-07-20T21:00:00.000-03:00,
A556,MANHUACU,MG,Automatica,Operante,-20.26333333,-42.18277777,819.47,2010-09-24T21:00:00.000-03:00,
A540,MANTENA,MG,Automatica,Operante,-18.78055554,-40.98638888,254.91,2007-07-31T21:00:00.000-03:00,
A531,MARIA DA FE,MG,Automatica,Operante,-22.31444444,-45.37305554,1281.43,2006-11-30T21:00:00.000-03:00,
